Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,City,State,Car_Description
ciaz,2023,10.12,18.72,97995,Diesel,Dealer,Manual,0,Brandonville,Hawaii,Would late say adult light hair detail.
vitara brezza,2023,18.82,19.89,172163,CNG,Dealer,Automatic,0,New Terrimouth,Missouri,Sell race team writer morning.
ertiga,2012,8.12,25.86,134897,Diesel,Dealer,Manual,0,New Jamie,West Virginia,Plant black political since.
swift,2021,2.9,24.19,77320,Petrol,Dealer,Manual,2,Lisamouth,Georgia,Station stop learn support again approach artist.
sx4,2022,3.47,26.42,29208,CNG,Individual,Automatic,1,Kruegerhaven,Idaho,Religious brother address couple sense movie.
alto 800,2018,1.67,32.32,162418,Diesel,Individual,Automatic,1,North James,Virginia,Visit resource eat here service service defense.
s cross,2007,8.5,13.09,197072,Diesel,Individual,Automatic,1,Johnsonville,Maine,Best theory well question peace set.
ciaz,2008,14.6,9.03,102184,Diesel,Dealer,Manual,0,Jamesview,Colorado,Rise more yourself least affect.
wagon r,2008,18.71,9.6,89879,Diesel,Individual,Manual,2,Cervantesshire,Massachusetts,Mind trouble production whatever travel laugh.
vitara brezza,2009,17.13,5.22,175284,Diesel,Dealer,Manual,2,East Rebeccaview,Tennessee,Assume agent address huge bed statement.
swift,2003,23.03,13.67,181878,CNG,Dealer,Automatic,0,East Steven,Massachusetts,Be nice challenge detail season.
alto 800,2012,15.0,24.54,47143,Diesel,Individual,Manual,1,Port John,Texas,Consumer politics wait you executive.
ciaz,2014,21.95,19.26,76004,CNG,Individual,Manual,2,Leonardview,Wyoming,Peace face rather she quickly political see.
dzire,2013,12.54,13.66,119502,Diesel,Dealer,Manual,2,East Albertborough,Oregon,Cut price law war life majority.
ritz,2001,15.14,27.36,25046,CNG,Individual,Automatic,1,New Olivia,Colorado,Stage family skill soldier thousand sometimes.
ritz,2008,24.16,27.99,44441,CNG,Individual,Manual,2,Stanleystad,Pennsylvania,Finish measure such walk prepare her.
wagon r,2009,8.78,4.95,103283,CNG,Dealer,Automatic,0,East Samanthafurt,Delaware,Forget two international article material.
swift,2018,5.78,34.32,123380,Diesel,Individual,Manual,0,Lake Jaredstad,Mississippi,Common choice over include computer agency real know.
wagon r,2022,17.38,4.81,188063,Diesel,Individual,Automatic,1,Salazarstad,West Virginia,Knowledge left great whose room reality over born.
vitara brezza,2010,1.94,7.65,194994,Diesel,Individual,Automatic,2,New Andrewland,Texas,Artist develop second sister.
ertiga,2015,19.37,19.95,7183,Diesel,Individual,Automatic,1,East Mark,Maryland,Network usually feel break growth adult.
alto 800,2021,10.0,8.1,82843,Diesel,Individual,Manual,1,Nicholsfort,Rhode Island,From serve ok degree.
alto 800,2018,16.41,19.7,127169,Petrol,Dealer,Manual,1,Lake Deborah,New Jersey,Nor around run action time.
s cross,2002,12.56,7.63,80495,Petrol,Individual,Automatic,0,Lake Angela,Indiana,Should police wide teach relate weight wear.
ciaz,2016,1.32,3.75,126819,Diesel,Dealer,Manual,0,Victorview,Michigan,Because understand since writer business ground beat.
baleno,2004,22.24,32.92,150901,Petrol,Individual,Automatic,0,Johnville,New York,Fact investment away simply.
dzire,2019,6.63,26.06,9353,CNG,Individual,Automatic,1,Johnsonstad,Montana,Since care who former them several military human.
wagon r,2018,7.91,23.28,173405,CNG,Individual,Manual,1,East Wandamouth,Michigan,Pressure seven involve opportunity.
wagon r,2018,16.67,28.12,106008,Petrol,Individual,Automatic,1,Perezfort,Ohio,Human recently energy act everyone movement product specific.
dzire,2009,24.28,8.03,141521,Petrol,Individual,Manual,1,Mccoyshire,Florida,Everything resource radio you scientist.
sx4,2022,11.98,21.57,154325,Petrol,Dealer,Automatic,0,Nguyenbury,Kansas,Major but weight behind black former mouth front.
dzire,2002,8.14,32.6,51139,Diesel,Individual,Automatic,0,Lake Danielborough,Rhode Island,Personal research week concern professional various student.
sx4,2011,4.64,2.68,34263,Petrol,Individual,Manual,2,South Alice,Vermont,Toward interest image movie.
ciaz,2022,15.45,14.54,197689,Petrol,Individual,Automatic,2,New Jessicaland,Kentucky,Democratic accept wrong or begin never.
ritz,2012,17.42,14.2,170491,Petrol,Individual,Manual,2,Dalehaven,Nevada,Seat organization main itself once nearly million.
ciaz,2000,4.34,10.78,37017,Diesel,Dealer,Automatic,0,East Kathleenberg,Nevada,Fear garden energy themselves guy.
ertiga,2023,21.66,13.33,189492,Diesel,Individual,Manual,2,Sanfordshire,Virginia,The it might this sound everyone recently.
alto 800,2003,3.56,2.68,29190,Petrol,Dealer,Automatic,0,Martinberg,Florida,Claim ever wait another prevent ask people.
baleno,2000,15.17,21.81,176772,Diesel,Dealer,Automatic,0,Smithmouth,Nebraska,Customer ever we ten.
swift,2013,10.65,29.67,40726,CNG,Individual,Manual,2,Jessicafort,Tennessee,Them avoid popular whom ask level own.
dzire,2016,19.98,33.95,165665,CNG,Individual,Automatic,1,Karenfort,Illinois,Whom bill heart best color listen.
wagon r,2008,22.34,21.44,83280,Petrol,Individual,Automatic,1,Clarkville,North Carolina,Theory behind pull father tend.
ciaz,2002,6.57,31.51,155353,Petrol,Dealer,Manual,2,East Stacyfort,Pennsylvania,Family safe else customer modern.
ertiga,2011,2.04,16.81,159256,CNG,Individual,Automatic,1,Territon,Maine,Option machine writer ok.
s cross,2015,6.34,4.31,150506,CNG,Dealer,Manual,1,South Stephanieburgh,North Dakota,Feeling on feel such study.
swift,2007,16.93,24.78,99305,CNG,Dealer,Automatic,0,Micheleburgh,Rhode Island,Let war management head third describe build.
swift,2008,4.57,34.48,135580,Petrol,Dealer,Automatic,1,Micheleview,Texas,Message thousand finish action couple data.
baleno,2018,24.46,10.04,15392,CNG,Dealer,Manual,2,Codyport,Indiana,Cut customer middle decide threat within.
swift,2017,2.04,9.52,175050,CNG,Dealer,Automatic,1,Knoxburgh,Florida,Not represent whatever kitchen think property.
baleno,2003,22.87,8.13,9168,CNG,Individual,Manual,1,Saraville,Missouri,New as age name trade much skin.
ciaz,2019,15.11,7.63,88157,CNG,Dealer,Automatic,2,North Benjaminhaven,New Hampshire,Play between position bad miss.
sx4,2018,15.03,19.26,28524,CNG,Individual,Automatic,0,Dixonfort,West Virginia,Art white meeting attack.
ciaz,2005,6.22,2.74,122763,CNG,Individual,Automatic,2,North Colin,Idaho,Bring official hundred soldier know magazine.
sx4,2016,23.06,18.32,70991,CNG,Individual,Manual,1,Sarahland,Maine,Great day single she.
s cross,2013,12.51,28.26,71535,CNG,Dealer,Manual,1,Davidview,California,Process how exist treatment.
s cross,2000,2.77,32.21,138660,Diesel,Individual,Manual,1,Morganfort,Maine,Too view happy each.
wagon r,2020,10.8,32.92,176052,Diesel,Individual,Manual,0,Campbellville,Connecticut,Identify board respond social.
alto 800,2020,18.25,2.39,197962,CNG,Individual,Manual,0,Port Robertfort,Tennessee,Industry event art impact ever anything.
dzire,2021,17.62,20.73,96665,Petrol,Individual,Automatic,2,Port Mary,Arkansas,Heart detail others professional read group.
baleno,2000,20.54,20.8,22777,CNG,Dealer,Manual,2,Ayersfort,Washington,Argue court anything direction president idea gas room.
ertiga,2018,22.47,11.59,102439,Petrol,Individual,Automatic,1,New Brandonview,Hawaii,Offer stock particularly catch finish.
alto 800,2004,12.62,8.73,86551,Petrol,Individual,Automatic,1,Theresamouth,Hawaii,Pattern until bar.
vitara brezza,2008,10.99,15.77,66634,CNG,Dealer,Manual,1,Farleystad,Hawaii,Attention amount else thus.
ritz,2012,2.99,32.21,148322,Petrol,Individual,Automatic,2,Millerview,North Carolina,Kitchen their world you.
dzire,2003,13.81,31.8,198104,Petrol,Dealer,Automatic,1,East Francis,Oklahoma,Eye forward body present body your.
s cross,2003,5.59,19.12,116264,Diesel,Individual,Automatic,2,New Katiehaven,Mississippi,Left card great brother deal long.
ciaz,2008,3.09,21.18,117706,Petrol,Dealer,Manual,2,Port Julie,New York,American agency each speech race east.
baleno,2007,8.06,11.71,110646,CNG,Individual,Manual,1,New Lauren,Oklahoma,Nor artist large.
vitara brezza,2005,8.8,17.46,114480,CNG,Individual,Manual,2,Kaitlinstad,Virginia,Interview leave even million all game.
s cross,2012,22.85,4.09,32817,CNG,Individual,Automatic,2,Moralesmouth,Indiana,Between stay look hot discover.
sx4,2010,6.5,30.59,184856,Petrol,Individual,Manual,1,Port Maria,Washington,May sense successful send.
baleno,2012,20.24,23.3,170319,Diesel,Dealer,Automatic,0,Williamstown,West Virginia,Three push fear offer among realize language but.
wagon r,2006,7.95,21.52,130445,CNG,Individual,Manual,1,North Donald,South Carolina,Leave something east fast street ago.
dzire,2000,20.68,29.51,77923,Diesel,Dealer,Automatic,0,Port Kenneth,North Carolina,Commercial approach lay although.
swift,2011,10.04,12.04,159086,CNG,Individual,Manual,2,North Cassandraton,California,Indeed arm pressure commercial.
ritz,2020,14.66,9.24,9863,Petrol,Individual,Automatic,2,West Christopherberg,North Dakota,Statement soon enter message its still.
ertiga,2018,17.61,21.87,31851,Diesel,Dealer,Automatic,0,Drewton,Colorado,Indeed history billion million lose million.
ciaz,2016,20.27,28.55,5371,Diesel,Individual,Manual,1,Christyside,Nebraska,Guess tax within.
ertiga,2022,7.44,12.17,32708,CNG,Dealer,Automatic,2,Danielsport,Arkansas,Suffer ball adult.
sx4,2016,24.37,23.78,62916,Diesel,Dealer,Manual,0,West Jacquelinechester,West Virginia,Pressure central adult no.
ertiga,2006,12.54,31.31,86820,Diesel,Dealer,Manual,2,Nancymouth,Missouri,Huge gas be pressure.
ciaz,2019,22.43,7.23,196658,CNG,Individual,Manual,2,New Richard,Alaska,Your week management war deal.
wagon r,2020,17.34,15.98,26136,CNG,Individual,Manual,0,Matafurt,Vermont,Leg fund oil among whether trip relate.
ciaz,2007,4.16,30.27,9031,CNG,Individual,Automatic,1,Shaneville,Alaska,Power beyond need threat maybe win.
ritz,2023,24.0,31.48,64489,Petrol,Dealer,Automatic,1,Port Sarah,Nevada,Side impact democratic staff.
swift,2010,20.24,10.04,115048,Diesel,Dealer,Manual,0,Conwaymouth,Missouri,Realize dog within offer dinner again.
alto 800,2011,2.81,6.08,34389,Diesel,Dealer,Manual,2,Alanland,Arizona,Stop if administration enter media realize.
wagon r,2022,12.51,23.64,138491,CNG,Individual,Automatic,2,Wilsonstad,Texas,Together page cold.
dzire,2015,9.02,18.78,152718,CNG,Individual,Manual,0,Port Nina,Wyoming,Exist top human success whether.
wagon r,2022,18.01,28.96,137191,Diesel,Dealer,Automatic,0,South Holly,South Carolina,Town approach run anything organization real.
sx4,2020,21.95,22.47,93237,Diesel,Dealer,Automatic,1,New Rebeccahaven,Tennessee,Early half similar visit usually better attack.
ritz,2017,14.24,8.13,163648,CNG,Dealer,Manual,0,Warrenstad,Michigan,Task guess understand cost character near.
alto 800,2009,11.95,11.79,156063,Petrol,Individual,Automatic,1,Wallaceshire,California,Under want hear state.
ciaz,2013,6.38,33.91,119236,CNG,Individual,Automatic,0,Donaldfort,Utah,Along sort benefit pressure decision.
ertiga,2011,19.4,26.65,162061,CNG,Dealer,Manual,0,East Corey,New Hampshire,Likely place feel crime most story strategy.
ritz,2017,15.64,28.84,31861,Petrol,Dealer,Manual,1,South Jeffrey,South Dakota,Phone school training education choice house.
wagon r,2013,8.41,32.75,109115,CNG,Dealer,Automatic,2,South Robertborough,North Dakota,Management traditional bank career.
alto 800,2008,4.08,13.22,139963,CNG,Individual,Manual,1,Pageview,Texas,Measure wall hope kind partner civil information hundred.
ritz,2000,1.68,9.73,160527,Petrol,Individual,Automatic,1,West Amandaland,Massachusetts,Relationship how something size article which.
s cross,2018,21.16,22.58,43313,Diesel,Individual,Manual,2,Stevensville,Mississippi,Focus change long professional.
wagon r,2010,22.16,27.4,79038,Diesel,Individual,Manual,1,West Davidbury,Louisiana,Consider per check.
ritz,2003,20.86,28.63,44505,CNG,Individual,Manual,1,West Cynthiaborough,New Hampshire,Morning clearly fight but government back.
wagon r,2023,9.74,9.37,120642,Diesel,Individual,Manual,0,Josephtown,New Jersey,Several side seat actually response every.
swift,2007,4.63,32.97,185107,Petrol,Individual,Automatic,1,Lake Jennifermouth,Texas,Myself trip born series your agree.
ritz,2020,20.95,3.15,172025,Diesel,Dealer,Manual,0,Robertview,Texas,Trouble decade continue color general close.
swift,2017,5.37,29.02,161408,Diesel,Individual,Manual,0,North Marcus,Idaho,Model else debate recent adult.
wagon r,2003,8.03,32.13,169632,Petrol,Individual,Automatic,1,New Ryan,Maine,Either through star forward.
ritz,2002,7.28,16.81,123255,CNG,Individual,Manual,2,East Heathertown,Vermont,Main course beautiful let capital.
baleno,2017,13.93,29.37,87147,CNG,Dealer,Manual,2,Joshuaport,Washington,Call trial reach.
baleno,2006,23.34,31.69,120388,CNG,Individual,Manual,0,East Paulmouth,Delaware,Perhaps act size deal.
vitara brezza,2000,21.41,30.55,59680,Diesel,Individual,Automatic,1,New David,Ohio,Avoid woman effort writer.
vitara brezza,2016,16.62,14.69,34694,Petrol,Individual,Manual,2,East Annettestad,Maine,Truth article large health happy.
s cross,2022,12.98,21.55,94441,CNG,Individual,Automatic,2,Pattersonton,Wyoming,Bed moment reveal believe heavy listen entire.
ritz,2017,20.75,17.6,83708,Diesel,Individual,Automatic,1,West David,Montana,Budget find their music store.
sx4,2011,15.85,19.19,93783,Petrol,Individual,Automatic,1,South Joshuamouth,Louisiana,Leader change those field.
ertiga,2000,10.12,13.33,83748,Diesel,Individual,Automatic,1,Wiseland,South Dakota,Expect weight recognize discussion reduce.
s cross,2011,10.8,16.32,29537,Diesel,Individual,Automatic,1,Annamouth,Wyoming,Leg station tend however last law.
ciaz,2008,23.16,20.76,120153,CNG,Dealer,Automatic,1,Medinaville,Oklahoma,Open buy attack political short fine four message.
dzire,2000,14.88,24.7,23573,Diesel,Dealer,Automatic,2,West Joseph,Maryland,Bring charge similar list heart draw.
ertiga,2011,7.85,22.4,26159,CNG,Individual,Automatic,2,Lake Henryberg,Ohio,Administration after purpose bit power.
wagon r,2006,13.15,2.26,118619,Diesel,Individual,Automatic,0,New David,South Dakota,Four white future international gun focus fund oil.
vitara brezza,2000,8.94,21.23,159790,Diesel,Individual,Automatic,2,West Barbara,Texas,Nor budget lead head lead human.
alto 800,2018,10.64,33.52,186423,Diesel,Dealer,Manual,2,Lake Annaberg,Arkansas,Later general system guess blue.
swift,2003,8.01,8.36,113177,CNG,Individual,Automatic,1,Mcbrideton,Nebraska,Low wind kid do whole.
vitara brezza,2022,21.07,7.7,182740,CNG,Individual,Manual,1,West Jose,Alaska,Size move pick teacher prepare organization leader.
ciaz,2010,19.16,32.66,111420,CNG,Dealer,Manual,1,South Kayla,West Virginia,Wait onto city executive sister upon ago pretty.
dzire,2011,4.07,15.22,98980,Diesel,Individual,Manual,0,West Matthewborough,Florida,Area million scientist out guy write although.
swift,2005,6.1,4.46,18258,Petrol,Individual,Manual,2,New Danielport,Maryland,Industry military along job effort.
dzire,2019,24.22,14.85,97274,Diesel,Individual,Manual,0,West Gregory,Wyoming,Show challenge American institution if.
baleno,2006,4.1,24.49,29745,CNG,Individual,Manual,1,Jenniferside,Kansas,Situation huge pressure.
alto 800,2019,17.9,19.24,119174,CNG,Individual,Manual,1,Taraville,Maine,Never add expert present care through.
swift,2016,10.89,31.79,45233,Diesel,Individual,Manual,2,Saraport,Arkansas,Type themselves back.
alto 800,2003,10.0,31.92,19347,CNG,Individual,Automatic,1,Marieville,Utah,Idea deal former age task draw.
s cross,2009,7.97,9.98,74707,Diesel,Dealer,Automatic,0,Smithborough,Arizona,Bar create charge little all great cultural.
vitara brezza,2014,20.41,18.27,77564,Petrol,Dealer,Automatic,1,Erinbury,California,Suggest somebody eat respond simply activity.
swift,2002,2.44,24.78,154145,Petrol,Dealer,Automatic,2,North Monica,Tennessee,Through book bad point state economy order.
baleno,2021,6.99,12.17,47686,Petrol,Individual,Automatic,1,Lake Moniquefort,Washington,Sell hit reason energy yes.
sx4,2011,7.17,26.18,81165,CNG,Individual,Manual,2,West Jorgestad,Oregon,Company open one population.
ertiga,2011,3.34,5.54,19642,CNG,Individual,Automatic,1,New Traci,Hawaii,People their major push wind early.
wagon r,2019,10.03,14.68,137040,Petrol,Dealer,Automatic,2,West Katie,New York,Song performance require design necessary nearly oil political.
ritz,2001,22.54,8.85,85049,CNG,Dealer,Automatic,0,North Thomasview,Vermont,Director yourself throw staff speak himself officer.
ritz,2001,14.94,8.42,44538,CNG,Individual,Manual,2,West William,Hawaii,Drive economic attack night.
swift,2001,17.58,14.05,182648,CNG,Individual,Automatic,1,East Robertfurt,Georgia,Part appear alone lay that yourself.
ertiga,2020,24.36,3.82,72343,Diesel,Individual,Automatic,0,New Emily,Alabama,Feel fire few finally star shoulder.
sx4,2009,18.73,4.67,145742,Diesel,Dealer,Automatic,2,South Jenniferville,Minnesota,Girl election modern poor fine social provide building.
wagon r,2021,19.79,10.73,118913,CNG,Individual,Automatic,1,East Jennifer,Massachusetts,Two world member early.
baleno,2000,10.95,12.67,94563,CNG,Dealer,Automatic,2,West Jason,Georgia,Likely else player hold summer foreign.
swift,2016,22.35,27.93,77060,Petrol,Individual,Manual,2,Brandonview,California,Either next effect industry two.
swift,2002,22.88,14.42,44090,CNG,Dealer,Manual,0,Frazierchester,Utah,Nothing lose tree.
swift,2020,23.71,27.64,155335,Petrol,Dealer,Automatic,0,North Christopherland,Utah,Fish chance professor drop.
vitara brezza,2005,4.12,16.0,96728,Diesel,Individual,Manual,1,East Kaylamouth,Massachusetts,Reflect eight traditional less business relationship responsibility.
alto 800,2003,8.43,11.75,83653,Petrol,Individual,Manual,1,Hernandezstad,Arizona,Story past sea both western level.
ciaz,2009,9.49,9.94,193389,CNG,Individual,Manual,0,Kingview,Kentucky,At provide serious young song.
ritz,2016,4.17,34.68,9667,CNG,Dealer,Manual,2,Lake John,Pennsylvania,Alone item staff lose evening.
sx4,2006,21.65,15.53,57709,Diesel,Dealer,Manual,2,Port Glennmouth,Texas,Test project beat computer ask government moment run.
ciaz,2011,4.32,27.81,95413,Petrol,Individual,Automatic,0,Port Pamelashire,Iowa,Season central where.
ciaz,2023,6.12,7.67,69361,Diesel,Individual,Automatic,2,Mcintoshmouth,California,Future between season option.
ritz,2006,10.95,15.15,124047,Diesel,Dealer,Automatic,0,Lake Michellestad,Michigan,Boy research event most so citizen.
